12,12,12
121
171.00,0.00,-130.00,138.32
169.96,18.81,-130.00,-239.99
166.86,37.39,-130.00,-223.82
161.73,55.52,-130.00,-219.60
154.65,72.98,-130.00,-221.90
145.68,89.55,-130.00,-217.78
134.94,105.03,-130.00,-207.02
122.57,119.24,-130.00,-193.40
108.71,132.00,-130.00,-179.68
93.53,143.16,-130.00,-167.52
77.21,152.58,-130.00,-157.78
59.96,160.14,-130.00,-151.25
41.98,165.77,-130.00,-149.09
23.49,169.38,-130.00,-154.25
4.71,170.94,-130.00,-173.64
-14.12,170.42,-130.00,161.29
-32.78,167.83,-130.00,150.67
-51.05,163.20,-130.00,150.05
-68.69,156.60,-130.00,154.50
-85.50,148.09,-130.00,162.57
-101.27,137.79,-130.00,173.42
-115.82,125.81,-130.00,186.31
-128.95,112.30,-130.00,200.02
-140.52,97.44,-130.00,212.32
-150.39,81.39,-130.00,219.97
-158.43,64.35,-130.00,219.81
-164.55,46.53,-130.00,217.44
-168.67,28.15,-130.00,225.35
-170.74,9.42,-130.00,237.99
-170.74,-9.42,-130.00,-231.18
-168.67,-28.15,-130.00,-230.65
-164.55,-46.53,-130.00,-223.06
-158.43,-64.35,-130.00,-222.86
-150.39,-81.39,-130.00,-220.58
-140.52,-97.44,-130.00,-212.20
-128.95,-112.30,-130.00,-199.85
-115.82,-125.81,-130.00,-186.19
-101.27,-137.79,-130.00,-173.29
-85.50,-148.09,-130.00,-162.41
-68.69,-156.60,-130.00,-154.34
-51.05,-163.20,-130.00,-149.93
-32.78,-167.83,-130.00,-150.64
-14.12,-170.42,-130.00,-161.36
4.71,-170.94,-130.00,173.57
23.49,-169.38,-130.00,154.29
41.98,-165.77,-130.00,149.15
59.96,-160.14,-130.00,151.24
77.21,-152.58,-130.00,157.64
93.53,-143.16,-130.00,167.22
108.71,-132.00,-130.00,179.18
122.57,-119.24,-130.00,192.63
134.94,-105.03,-130.00,205.97
145.68,-89.55,-130.00,216.85
154.65,-72.98,-130.00,222.23
161.73,-55.52,-130.00,221.08
166.86,-37.39,-130.00,223.29
169.96,-18.81,-130.00,236.50
192.00,0.00,-130.00,178.90
191.08,18.82,-130.00,174.90
188.31,37.46,-130.00,171.15
183.73,55.73,-130.00,165.64
177.38,73.48,-130.00,157.23
169.33,90.51,-130.00,149.34
159.64,106.67,-130.00,146.23
148.42,121.80,-130.00,148.21
135.76,135.76,-130.00,153.45
121.80,148.42,-130.00,160.06
106.67,159.64,-130.00,166.70
90.51,169.33,-130.00,172.52
73.48,177.38,-130.00,177.04
55.73,183.73,-130.00,180.03
37.46,188.31,-130.00,181.41
18.82,191.08,-130.00,181.21
0.00,192.00,-130.00,-180.10
-18.82,191.08,-130.00,-181.33
-37.46,188.31,-130.00,-181.36
-55.73,183.73,-130.00,-179.84
-73.48,177.38,-130.00,-176.79
-90.51,169.33,-130.00,-172.29
-106.67,159.64,-130.00,-166.56
-121.80,148.42,-130.00,-160.04
-135.76,135.76,-130.00,-153.57
-148.42,121.80,-130.00,-148.48
-159.64,106.67,-130.00,-146.60
-169.33,90.51,-130.00,-149.67
-177.38,73.48,-130.00,-157.42
-183.73,55.73,-130.00,-165.90
-188.31,37.46,-130.00,-171.60
-191.08,18.82,-130.00,-175.24
-192.00,0.00,-130.00,-178.85
-191.08,-18.82,-130.00,177.01
-188.31,-37.46,-130.00,172.17
-183.73,-55.73,-130.00,165.31
-177.38,-73.48,-130.00,156.35
-169.33,-90.51,-130.00,148.85
-159.64,-106.67,-130.00,146.15
-148.42,-121.80,-130.00,148.25
-135.76,-135.76,-130.00,153.46
-121.80,-148.42,-130.00,160.01
-106.67,-159.64,-130.00,166.58
-90.51,-169.33,-130.00,172.34
-73.48,-177.38,-130.00,176.84
-55.73,-183.73,-130.00,179.87
-37.46,-188.31,-130.00,181.38
-18.82,-191.08,-130.00,181.33
-0.00,-192.00,-130.00,180.10
18.82,-191.08,-130.00,-181.20
37.46,-188.31,-130.00,-181.39
55.73,-183.73,-130.00,-180.02
73.48,-177.38,-130.00,-177.06
90.51,-169.33,-130.00,-172.59
106.67,-159.64,-130.00,-166.83
121.80,-148.42,-130.00,-160.24
135.76,-135.76,-130.00,-153.65
148.42,-121.80,-130.00,-148.36
159.64,-106.67,-130.00,-146.11
169.33,-90.51,-130.00,-148.67
177.38,-73.48,-130.00,-156.27
183.73,-55.73,-130.00,-165.44
188.31,-37.46,-130.00,-172.19
191.08,-18.82,-130.00,-176.80
