12,12,12
121
171.00,0.00,70.00,179.77
169.96,18.81,70.00,-171.98
166.86,37.39,70.00,-163.23
161.73,55.52,70.00,197.60
154.65,72.98,70.00,182.45
145.68,89.55,70.00,176.45
134.94,105.03,70.00,160.31
122.57,119.24,70.00,156.55
108.71,132.00,70.00,-194.29
93.53,143.16,70.00,-188.87
77.21,152.58,70.00,-181.59
59.96,160.14,70.00,-173.09
41.98,165.77,70.00,-170.38
23.49,169.38,70.00,-170.89
4.71,170.94,70.00,-177.08
-14.12,170.42,70.00,172.56
-32.78,167.83,70.00,170.42
-51.05,163.20,70.00,170.81
-68.69,156.60,70.00,176.88
-85.50,148.09,70.00,185.72
-101.27,137.79,70.00,191.02
-115.82,125.81,70.00,198.52
-128.95,112.30,70.00,-155.10
-140.52,97.44,70.00,-170.02
-150.39,81.39,70.00,-177.96
-158.43,64.35,70.00,-187.56
-164.55,46.53,70.00,162.25
-168.67,28.15,70.00,165.16
-170.74,9.42,70.00,173.66
-170.74,-9.42,70.00,-174.92
-168.67,-28.15,70.00,-166.10
-164.55,-46.53,70.00,-161.62
-158.43,-64.35,70.00,189.90
-150.39,-81.39,70.00,179.08
-140.52,-97.44,70.00,170.37
-128.95,-112.30,70.00,155.31
-115.82,-125.81,70.00,-198.39
-101.27,-137.79,70.00,-190.93
-85.50,-148.09,70.00,-185.66
-68.69,-156.60,70.00,-176.86
-51.05,-163.20,70.00,-170.81
-32.78,-167.83,70.00,-170.42
-14.12,-170.42,70.00,-172.57
4.71,-170.94,70.00,177.05
23.49,-169.38,70.00,170.84
41.98,-165.77,70.00,170.26
59.96,-160.14,70.00,172.95
77.21,-152.58,70.00,181.45
93.53,-143.16,70.00,188.47
108.71,-132.00,70.00,193.76
122.57,-119.24,70.00,-156.31
134.94,-105.03,70.00,-160.67
145.68,-89.55,70.00,-177.99
154.65,-72.98,70.00,-180.50
161.73,-55.52,70.00,-196.89
166.86,-37.39,70.00,161.95
169.96,-18.81,70.00,171.24
192.00,0.00,70.00,-90.11
191.08,18.82,70.00,74.96
188.31,37.46,70.00,62.49
183.73,55.73,70.00,62.46
177.38,73.48,70.00,70.14
169.33,90.51,70.00,79.75
159.64,106.67,70.00,88.71
148.42,121.80,70.00,98.03
135.76,135.76,70.00,108.31
121.80,148.42,70.00,118.49
106.67,159.64,70.00,128.35
90.51,169.33,70.00,138.42
73.48,177.38,70.00,148.34
55.73,183.73,70.00,157.39
37.46,188.31,70.00,165.63
18.82,191.08,70.00,173.18
0.00,192.00,70.00,-180.05
-18.82,191.08,70.00,-173.29
-37.46,188.31,70.00,-165.73
-55.73,183.73,70.00,-157.50
-73.48,177.38,70.00,-148.46
-90.51,169.33,70.00,-138.54
-106.67,159.64,70.00,-128.46
-121.80,148.42,70.00,-118.59
-135.76,135.76,70.00,-108.36
-148.42,121.80,70.00,-98.01
-159.64,106.67,70.00,-88.59
-169.33,90.51,70.00,-79.43
-177.38,73.48,70.00,-69.25
-183.73,55.73,70.00,-59.42
-188.31,37.46,70.00,-52.18
-191.08,18.82,70.00,-55.67
-192.00,0.00,70.00,-91.11
-191.08,-18.82,70.00,69.75
-188.31,-37.46,70.00,56.61
-183.73,-55.73,70.00,61.02
-177.38,-73.48,70.00,69.83
-169.33,-90.51,70.00,79.65
-159.64,-106.67,70.00,88.67
-148.42,-121.80,70.00,98.03
-135.76,-135.76,70.00,108.36
-121.80,-148.42,70.00,118.57
-106.67,-159.64,70.00,128.43
-90.51,-169.33,70.00,138.50
-73.48,-177.38,70.00,148.43
-55.73,-183.73,70.00,157.47
-37.46,-188.31,70.00,165.70
-18.82,-191.08,70.00,173.25
-0.00,-192.00,70.00,180.01
18.82,-191.08,70.00,-173.23
37.46,-188.31,70.00,-165.68
55.73,-183.73,70.00,-157.45
73.48,-177.38,70.00,-148.40
90.51,-169.33,70.00,-138.47
106.67,-159.64,70.00,-128.41
121.80,-148.42,70.00,-118.55
135.76,-135.76,70.00,-108.31
148.42,-121.80,70.00,-97.96
159.64,-106.67,70.00,-88.79
169.33,-90.51,70.00,-80.04
177.38,-73.48,70.00,-69.76
183.73,-55.73,70.00,-60.23
188.31,-37.46,70.00,-57.35
191.08,-18.82,70.00,-67.18
